busqueda,id grabacion,Cual es el id,Grabacion,CallerID
1739029028.36021,,,Tiene grabacion,No tiene callerid
1739029033.36024,,,Tiene grabacion,"}"")"
1739029075.3603,,,Tiene grabacion,No tiene callerid
1739029089.36037,,,Tiene grabacion,No tiene callerid
1739029101.36041,,,Tiene grabacion,No tiene callerid
1739029108.36049,,,Tiene grabacion,No tiene callerid
1739029123.36059,,,Tiene grabacion,No tiene callerid
1739029133.36062,,,Tiene grabacion,No tiene callerid
1739029139.36066,,,Tiene grabacion,No tiene callerid
1739029151.36071,,,Tiene grabacion,No tiene callerid
1739029162.36075,,,Tiene grabacion,No tiene callerid
1739029168.36079,,,Tiene grabacion,No tiene callerid
1739029171.36082,,,Tiene grabacion,No tiene callerid
1739029173.36087,,,Tiene grabacion,No tiene callerid
1739029204.36101,,,No tiene grabacion,No tiene callerid
1739029205.36104,,,Tiene grabacion,No tiene callerid
1739029210.3611,,,Tiene grabacion,No tiene callerid
1739029211.36115,,,No tiene grabacion,No tiene callerid
1739029212.36117,,,No tiene grabacion,No tiene callerid
1739029233.36128,,,Tiene grabacion,No tiene callerid
1739029239.36136,,,Tiene grabacion,No tiene callerid
1739029246.36141,,,Tiene grabacion,No tiene callerid
1739029255.36152,,,Tiene grabacion,No tiene callerid
1739029267.36163,,,Tiene grabacion,No tiene callerid
1739029272.36165,,,Tiene grabacion,No tiene callerid
1739029303.36175,,,Tiene grabacion,No tiene callerid
1739029316.36181,,,Tiene grabacion,No tiene callerid
1739029329.36191,,,Tiene grabacion,No tiene callerid
1739029332.36195,,,Tiene grabacion,No tiene callerid
1739029336.362,,,Tiene grabacion,No tiene callerid
1739029351.3621,,,Tiene grabacion,No tiene callerid
1739029361.36215,,,Tiene grabacion,No tiene callerid
1739029362.36216,,,Tiene grabacion,No tiene callerid
1739029365.36224,,,Tiene grabacion,No tiene callerid
1739029370.3623,,,Tiene grabacion,No tiene callerid
1739029376.36234,,,Tiene grabacion,No tiene callerid
1739029378.36237,,,Tiene grabacion,No tiene callerid
1739029385.36247,,,Tiene grabacion,No tiene callerid
1739029388.36249,,,Tiene grabacion,No tiene callerid
1739029389.36251,,,Tiene grabacion,No tiene callerid
1739029398.36258,,,Tiene grabacion,No tiene callerid
1739029414.36265,,,Tiene grabacion,No tiene callerid
1739029422.36275,,,Tiene grabacion,No tiene callerid
1739029452.36285,,,Tiene grabacion,No tiene callerid
1739029452.36286,,,Tiene grabacion,No tiene callerid
1739029458.36302,,,Tiene grabacion,No tiene callerid
1739029459.36303,,,Tiene grabacion,No tiene callerid
1739029463.3631,,,Tiene grabacion,No tiene callerid
1739029472.36315,,,Tiene grabacion,No tiene callerid
1739029477.36321,,,Tiene grabacion,No tiene callerid
1739029491.3633,,,Tiene grabacion,No tiene callerid
1739029504.36338,,,Tiene grabacion,No tiene callerid
1739029505.36339,,,Tiene grabacion,No tiene callerid
1739029506.36344,,,Tiene grabacion,No tiene callerid
1739029545.36366,,,No tiene grabacion,No tiene callerid
1739029550.36369,,,Tiene grabacion,No tiene callerid
1739029552.36373,,,Tiene grabacion,No tiene callerid
1739029567.36384,,,Tiene grabacion,No tiene callerid
1739029574.36386,,,Tiene grabacion,No tiene callerid
1739029591.36399,,,Tiene grabacion,No tiene callerid
1739029599.36411,,,Tiene grabacion,No tiene callerid
1739029618.36441,,,Tiene grabacion,No tiene callerid
1739029640.36451,,,Tiene grabacion,No tiene callerid
1739029644.36458,,,Tiene grabacion,No tiene callerid
1739029650.36462,,,Tiene grabacion,No tiene callerid
1739029669.36468,,,Tiene grabacion,No tiene callerid
1739029673.36471,,,Tiene grabacion,No tiene callerid
1739029674.36473,,,Tiene grabacion,No tiene callerid
1739029694.36484,,,Tiene grabacion,No tiene callerid
1739029701.36492,,,Tiene grabacion,No tiene callerid
1739029704.36496,,,Tiene grabacion,No tiene callerid
1739029705.36497,,,Tiene grabacion,No tiene callerid
1739029705.36498,,,Tiene grabacion,No tiene callerid
1739029719.36508,,,Tiene grabacion,No tiene callerid
1739029742.36525,,,Tiene grabacion,No tiene callerid
1739029753.36543,,,Tiene grabacion,No tiene callerid
1739029780.36549,,,Tiene grabacion,No tiene callerid
1739029811.3656,,,Tiene grabacion,No tiene callerid
1739029815.36565,,,Tiene grabacion,No tiene callerid
1739029818.36566,,,Tiene grabacion,No tiene callerid
1739029819.36567,,,Tiene grabacion,No tiene callerid
1739029828.36575,,,Tiene grabacion,No tiene callerid
1739029834.36578,,,Tiene grabacion,No tiene callerid
1739029843.36586,,,Tiene grabacion,No tiene callerid
1739029850.3659,,,Tiene grabacion,No tiene callerid
1739029860.36593,,,Tiene grabacion,No tiene callerid
1739029865.36597,,,Tiene grabacion,No tiene callerid
1739029871.36601,,,Tiene grabacion,No tiene callerid
1739029880.36608,,,Tiene grabacion,No tiene callerid
1739029902.36622,,,Tiene grabacion,No tiene callerid
1739029914.36629,,,Tiene grabacion,No tiene callerid
1739029916.36632,,,Tiene grabacion,No tiene callerid
1739029920.36636,,,Tiene grabacion,No tiene callerid
1739029928.36641,,,Tiene grabacion,No tiene callerid
1739029929.36643,,,Tiene grabacion,No tiene callerid
1739029933.36646,,,Tiene grabacion,No tiene callerid
1739029941.36653,,,Tiene grabacion,No tiene callerid
1739029963.36663,,,Tiene grabacion,No tiene callerid
1739029976.36678,,,Tiene grabacion,No tiene callerid
1739029986.36683,,,Tiene grabacion,No tiene callerid
1739030016.36697,,,Tiene grabacion,No tiene callerid
1739030019.367,,,Tiene grabacion,No tiene callerid
1739030029.3671,,,Tiene grabacion,No tiene callerid
1739030033.36716,,,No tiene grabacion,No tiene callerid
1739030037.3672,,,Tiene grabacion,No tiene callerid
1739030040.36723,,,Tiene grabacion,No tiene callerid
1739030053.36734,,,Tiene grabacion,No tiene callerid
1739030060.36744,,,Tiene grabacion,No tiene callerid
1739030066.36747,,,Tiene grabacion,No tiene callerid
1739030089.36764,,,Tiene grabacion,No tiene callerid
1739030106.36773,,,Tiene grabacion,No tiene callerid
1739030117.3679,,,Tiene grabacion,No tiene callerid
1739030125.36797,,,Tiene grabacion,No tiene callerid
1739030134.36804,,,Tiene grabacion,No tiene callerid
1739030151.36813,,,Tiene grabacion,No tiene callerid
1739030158.36821,,,Tiene grabacion,No tiene callerid
1739030159.36826,,,Tiene grabacion,No tiene callerid
1739030163.36829,,,Tiene grabacion,No tiene callerid
1739030181.36836,,,Tiene grabacion,No tiene callerid
1739030193.3684,,,Tiene grabacion,No tiene callerid
1739030198.36843,,,Tiene grabacion,No tiene callerid
1739030203.36845,,,Tiene grabacion,No tiene callerid
1739030218.36858,,,Tiene grabacion,No tiene callerid
1739030254.36887,,,Tiene grabacion,No tiene callerid
1739030258.36892,,,Tiene grabacion,No tiene callerid
1739030259.36893,,,Tiene grabacion,No tiene callerid
1739030277.36902,,,Tiene grabacion,No tiene callerid
1739030289.36905,,,Tiene grabacion,No tiene callerid
1739030301.36908,,,Tiene grabacion,No tiene callerid
1739030321.36915,,,Tiene grabacion,No tiene callerid
1739030330.36928,,,Tiene grabacion,No tiene callerid
1739030357.36931,,,Tiene grabacion,No tiene callerid
1739030361.36936,,,Tiene grabacion,No tiene callerid
1739030365.36939,,,Tiene grabacion,No tiene callerid
1739030372.36944,,,Tiene grabacion,No tiene callerid
1739030388.36953,,,Tiene grabacion,No tiene callerid
1739030389.36958,,,Tiene grabacion,No tiene callerid
1739030392.3696,,,Tiene grabacion,No tiene callerid
1739030395.36963,,,Tiene grabacion,No tiene callerid
1739030400.36968,,,Tiene grabacion,No tiene callerid
1739030404.36973,,,Tiene grabacion,No tiene callerid
1739030406.36976,,,Tiene grabacion,No tiene callerid
1739030416.36978,,,Tiene grabacion,No tiene callerid
1739030417.36983,,,Tiene grabacion,No tiene callerid
1739030439.37005,,,Tiene grabacion,No tiene callerid
1739030458.37014,,,Tiene grabacion,No tiene callerid
1739030460.37016,,,Tiene grabacion,No tiene callerid
1739030475.37031,,,Tiene grabacion,No tiene callerid
1739030495.37045,,,Tiene grabacion,No tiene callerid
1739030496.37051,,,Tiene grabacion,No tiene callerid
1739030506.37058,,,Tiene grabacion,No tiene callerid
1739030535.37067,,,Tiene grabacion,No tiene callerid
1739030540.3707,,,Tiene grabacion,No tiene callerid
1739030571.37078,,,Tiene grabacion,No tiene callerid
1739030633.37092,,,Tiene grabacion,No tiene callerid
1739030636.37096,,,Tiene grabacion,No tiene callerid
1739030670.37101,,,Tiene grabacion,No tiene callerid
1739030673.37104,,,Tiene grabacion,No tiene callerid
1739030683.37108,,,Tiene grabacion,No tiene callerid
1739030685.37111,,,Tiene grabacion,No tiene callerid
1739030686.37115,,,Tiene grabacion,No tiene callerid
1739030720.37128,,,Tiene grabacion,No tiene callerid
1739030721.37129,,,Tiene grabacion,No tiene callerid
1739030721.3713,,,Tiene grabacion,No tiene callerid
1739030721.37133,,,Tiene grabacion,No tiene callerid
1739030728.37145,,,Tiene grabacion,No tiene callerid
1739030729.37148,,,Tiene grabacion,No tiene callerid
1739030732.37153,,,Tiene grabacion,No tiene callerid
1739030768.37173,,,Tiene grabacion,"}"")"
1739030776.37181,,,Tiene grabacion,No tiene callerid
1739030780.37184,,,Tiene grabacion,No tiene callerid
1739030807.37193,,,Tiene grabacion,"}"")"
1739030834.37199,,,Tiene grabacion,No tiene callerid
1739030856.3721,,,Tiene grabacion,No tiene callerid
1739030888.37218,,,Tiene grabacion,No tiene callerid
1739030890.3722,,,Tiene grabacion,No tiene callerid
1739030899.37225,,,Tiene grabacion,No tiene callerid
1739030900.37228,,,Tiene grabacion,No tiene callerid
1739030900.37229,,,Tiene grabacion,No tiene callerid
1739030903.37238,,,Tiene grabacion,No tiene callerid
1739030904.37239,,,Tiene grabacion,"}"")"
1739030917.37245,,,Tiene grabacion,"}"")"
1739030918.3725,,,Tiene grabacion,No tiene callerid
1739030927.37252,,,Tiene grabacion,"}"")"
1739030941.37263,,,Tiene grabacion,No tiene callerid
1739030944.37266,,,Tiene grabacion,"}"")"
1739030948.3727,,,Tiene grabacion,No tiene callerid
1739030961.37276,,,Tiene grabacion,No tiene callerid
1739030967.37279,,,Tiene grabacion,No tiene callerid
1739030969.37284,,,Tiene grabacion,No tiene callerid
1739030976.37286,,,Tiene grabacion,"}"")"
1739030977.37287,,,Tiene grabacion,""")"
1739030985.37295,,,Tiene grabacion,No tiene callerid
1739030997.37308,,,Tiene grabacion,No tiene callerid
1739031001.37312,,,Tiene grabacion,No tiene callerid
1739031010.37317,,,Tiene grabacion,"}"")"
1739031010.37322,,,Tiene grabacion,No tiene callerid
1739031014.37329,,,No tiene grabacion,No tiene callerid
1739031022.37339,,,Tiene grabacion,""")"
1739031027.37344,,,Tiene grabacion,No tiene callerid
1739031029.37346,,,Tiene grabacion,No tiene callerid
1739031030.37349,,,Tiene grabacion,"}"")"
1739031043.37356,,,No tiene grabacion,No tiene callerid
1739031056.37372,,,Tiene grabacion,No tiene callerid
1739031070.37383,,,Tiene grabacion,No tiene callerid
1739031075.37386,,,Tiene grabacion,"}"")"
1739031078.3739,,,Tiene grabacion,No tiene callerid
1739031095.37394,,,Tiene grabacion,No tiene callerid
1739031118.37405,,,Tiene grabacion,No tiene callerid
1739031136.37409,,,Tiene grabacion,No tiene callerid
1739031136.37411,,,No tiene grabacion,No tiene callerid
1739031156.37428,,,Tiene grabacion,No tiene callerid
1739031164.3743,,,Tiene grabacion,No tiene callerid
1739031165.37436,,,Tiene grabacion,No tiene callerid
1739031165.37437,,,Tiene grabacion,No tiene callerid
1739031185.37447,,,Tiene grabacion,No tiene callerid
1739031196.37454,,,No tiene grabacion,No tiene callerid
1739031209.37461,,,Tiene grabacion,No tiene callerid
1739031213.37466,,,Tiene grabacion,No tiene callerid
1739031220.37471,,,Tiene grabacion,No tiene callerid
1739031226.37474,,,Tiene grabacion,No tiene callerid
1739031241.37479,,,Tiene grabacion,No tiene callerid
1739031265.3749,,,Tiene grabacion,"}"")"
1739031269.37495,,,Tiene grabacion,No tiene callerid
1739031270.37501,,,Tiene grabacion,"}"")"
1739031278.37506,,,Tiene grabacion,No tiene callerid
1739031294.37518,,,Tiene grabacion,No tiene callerid
1739031295.37519,,,Tiene grabacion,No tiene callerid
1739031300.37523,,,Tiene grabacion,No tiene callerid
1739031324.37536,,,Tiene grabacion,No tiene callerid
1739031329.37541,,,No tiene grabacion,No tiene callerid
1739031338.37554,,,Tiene grabacion,"}"")"
1739031343.37559,,,Tiene grabacion,No tiene callerid
1739031348.37565,,,Tiene grabacion,No tiene callerid
1739031358.37585,,,Tiene grabacion,""")"
1739031360.37588,,,Tiene grabacion,""")"
1739031362.37594,,,Tiene grabacion,No tiene callerid
1739031369.37597,,,Tiene grabacion,No tiene callerid
1739031371.376,,,No tiene grabacion,No tiene callerid
1739031373.37606,,,Tiene grabacion,No tiene callerid
1739031385.37629,,,Tiene grabacion,No tiene callerid
1739031407.37639,,,No tiene grabacion,No tiene callerid
1739031422.3765,,,Tiene grabacion,""")"
1739031435.37656,,,Tiene grabacion,No tiene callerid
1739031435.37657,,,Tiene grabacion,No tiene callerid
1739031449.37668,,,Tiene grabacion,No tiene callerid
1739031456.37673,,,Tiene grabacion,No tiene callerid
1739031458.37678,,,Tiene grabacion,No tiene callerid
1739031459.37679,,,Tiene grabacion,No tiene callerid
1739031460.37687,,,Tiene grabacion,No tiene callerid
1739031462.37694,,,No tiene grabacion,No tiene callerid
1739031464.377,,,Tiene grabacion,No tiene callerid
1739031465.37705,,,Tiene grabacion,No tiene callerid
1739031480.37728,,,Tiene grabacion,No tiene callerid
1739031487.37732,,,Tiene grabacion,No tiene callerid
1739031509.37752,,,Tiene grabacion,No tiene callerid
1739031512.37755,,,Tiene grabacion,No tiene callerid
1739031528.37762,,,Tiene grabacion,"}"")"
1739031534.3777,,,No tiene grabacion,No tiene callerid
1739031538.37778,,,Tiene grabacion,No tiene callerid
1739031558.37791,,,Tiene grabacion,No tiene callerid
1739031561.37793,,,Tiene grabacion,No tiene callerid
1739031569.37799,,,Tiene grabacion,No tiene callerid
1739031575.37804,,,Tiene grabacion,No tiene callerid
1739031585.37811,,,Tiene grabacion,No tiene callerid
1739031602.37824,,,Tiene grabacion,No tiene callerid
1739031607.37831,,,Tiene grabacion,"}"")"
1739031632.37849,,,Tiene grabacion,No tiene callerid
1739031632.3785,,,Tiene grabacion,No tiene callerid
1739031650.37865,,,Tiene grabacion,No tiene callerid
1739031651.37866,,,Tiene grabacion,No tiene callerid
1739031656.37869,,,Tiene grabacion,No tiene callerid
1739031678.37882,,,Tiene grabacion,No tiene callerid
1739031686.37886,,,Tiene grabacion,No tiene callerid
1739031690.37892,,,Tiene grabacion,No tiene callerid
1739031701.37899,,,Tiene grabacion,No tiene callerid
1739031713.3791,,,Tiene grabacion,No tiene callerid
1739031713.37912,,,No tiene grabacion,No tiene callerid
1739031713.37913,,,Tiene grabacion,No tiene callerid
1739031745.3795,,,Tiene grabacion,""")"
1739031747.37953,,,Tiene grabacion,""")"
1739031752.37959,,,Tiene grabacion,No tiene callerid
1739031754.3797,,,Tiene grabacion,No tiene callerid
1739031759.37973,,,Tiene grabacion,""")"
1739031764.37983,,,No tiene grabacion,No tiene callerid
1739031767.37991,,,No tiene grabacion,No tiene callerid
1739031774.37998,,,Tiene grabacion,No tiene callerid
1739031788.38004,,,Tiene grabacion,""")"
1739031792.38016,,,No tiene grabacion,No tiene callerid
1739031807.38031,,,Tiene grabacion,No tiene callerid
1739031821.38039,,,Tiene grabacion,No tiene callerid
1739031830.38047,,,Tiene grabacion,No tiene callerid
1739031838.3805,,,Tiene grabacion,No tiene callerid
1739031850.38068,,,No tiene grabacion,No tiene callerid
1739031852.3807,,,Tiene grabacion,No tiene callerid
1739031864.38086,,,Tiene grabacion,No tiene callerid
1739031875.38122,,,Tiene grabacion,No tiene callerid
1739031883.38124,,,Tiene grabacion,No tiene callerid
1739031896.38131,,,Tiene grabacion,""")"
1739031900.38138,,,No tiene grabacion,No tiene callerid
1739031902.38141,,,Tiene grabacion,""")"
1739031918.38148,,,No tiene grabacion,No tiene callerid
1739031937.38159,,,Tiene grabacion,No tiene callerid
1739031940.38161,,,Tiene grabacion,No tiene callerid
1739031952.38172,,,Tiene grabacion,No tiene callerid
1739031962.38189,,,Tiene grabacion,No tiene callerid
1739031962.38191,,,Tiene grabacion,No tiene callerid
1739031970.38196,,,Tiene grabacion,No tiene callerid
1739031975.38199,,,Tiene grabacion,""")"
1739031986.38206,,,Tiene grabacion,No tiene callerid
1739031994.38214,,,No tiene grabacion,No tiene callerid
1739031995.38216,,,No tiene grabacion,No tiene callerid
1739031998.38224,,,Tiene grabacion,No tiene callerid
1739032013.3824,,,Tiene grabacion,""")"
1739032041.38266,,,Tiene grabacion,No tiene callerid
1739032061.38284,,,Tiene grabacion,No tiene callerid
1739032072.38296,,,Tiene grabacion,No tiene callerid
1739032077.38305,,,Tiene grabacion,""")"
1739032101.38334,,,Tiene grabacion,No tiene callerid
1739032112.38357,,,Tiene grabacion,No tiene callerid
1739032123.38377,,,Tiene grabacion,""")"
1739032165.38409,,,Tiene grabacion,""")"
1739032181.38431,,,Tiene grabacion,No tiene callerid
1739032195.38447,,,Tiene grabacion,No tiene callerid
1739032226.38475,,,Tiene grabacion,No tiene callerid
1739032226.38476,,,Tiene grabacion,No tiene callerid
1739032239.38485,,,Tiene grabacion,No tiene callerid
1739032244.38502,,,Tiene grabacion,No tiene callerid
1739032292.38526,,,Tiene grabacion,No tiene callerid
1739032297.38528,,,Tiene grabacion,No tiene callerid
1739032303.38532,,,Tiene grabacion,No tiene callerid
1739032349.38537,,,Tiene grabacion,""")"
1739032351.38541,,,Tiene grabacion,No tiene callerid
1739032352.38547,,,Tiene grabacion,""")"
1739032356.38553,,,Tiene grabacion,No tiene callerid
1739032362.38556,,,Tiene grabacion,No tiene callerid
1739032371.38559,,,Tiene grabacion,No tiene callerid
1739032373.38561,,,Tiene grabacion,No tiene callerid
1739032382.38578,,,Tiene grabacion,No tiene callerid
1739032399.38584,,,Tiene grabacion,No tiene callerid
1739032408.38588,,,Tiene grabacion,No tiene callerid
1739032417.38594,,,Tiene grabacion,""")"
1739032423.38602,,,Tiene grabacion,No tiene callerid
1739032446.38634,,,Tiene grabacion,No tiene callerid
1739032453.38639,,,Tiene grabacion,No tiene callerid
1739032473.38658,,,Tiene grabacion,No tiene callerid
1739032484.38676,,,Tiene grabacion,No tiene callerid
1739032486.38682,,,Tiene grabacion,No tiene callerid
1739032504.38691,,,Tiene grabacion,No tiene callerid
1739032526.38702,,,Tiene grabacion,No tiene callerid
1739032555.38717,,,Tiene grabacion,""")"
1739032613.38732,,,Tiene grabacion,No tiene callerid
1739032672.38744,,,Tiene grabacion,No tiene callerid
1739032674.38749,,,Tiene grabacion,No tiene callerid
1739032677.38752,,,Tiene grabacion,No tiene callerid
1739032687.38758,,,Tiene grabacion,No tiene callerid
1739032708.38771,,,Tiene grabacion,No tiene callerid
1739032726.38774,,,Tiene grabacion,No tiene callerid
1739032727.38776,,,Tiene grabacion,""")"
1739032760.38833,,,Tiene grabacion,No tiene callerid
1739032764.38838,,,Tiene grabacion,""")"
1739032791.38844,,,Tiene grabacion,No tiene callerid
1739032812.38855,,,Tiene grabacion,""")"
1739032820.38861,,,Tiene grabacion,No tiene callerid
1739032839.38865,,,Tiene grabacion,No tiene callerid
1739032853.38871,,,Tiene grabacion,No tiene callerid
1739032857.38877,,,Tiene grabacion,No tiene callerid
1739032860.38879,,,Tiene grabacion,No tiene callerid
1739032862.38887,,,Tiene grabacion,No tiene callerid
1739032863.3889,,,Tiene grabacion,No tiene callerid
1739032893.38925,,,Tiene grabacion,""")"
1739032893.38926,,,Tiene grabacion,No tiene callerid
1739032923.38945,,,Tiene grabacion,No tiene callerid
1739032939.38966,,,Tiene grabacion,No tiene callerid
1739032944.38968,,,Tiene grabacion,No tiene callerid
1739032961.38983,,,Tiene grabacion,No tiene callerid
1739032961.38984,,,Tiene grabacion,No tiene callerid
1739032969.38989,,,Tiene grabacion,No tiene callerid
1739032970.39001,,,Tiene grabacion,No tiene callerid
1739032973.39017,,,Tiene grabacion,""")"
1739032976.39023,,,Tiene grabacion,No tiene callerid
1739032979.39025,,,Tiene grabacion,No tiene callerid
1739032991.39033,,,Tiene grabacion,""")"
1739032999.39038,,,Tiene grabacion,No tiene callerid
1739033003.3904,,,Tiene grabacion,No tiene callerid
1739033005.39047,,,Tiene grabacion,""")"
1739033012.39057,,,Tiene grabacion,""")"
1739033051.3908,,,Tiene grabacion,""")"
1739033068.39089,,,Tiene grabacion,No tiene callerid
1739033076.39092,,,Tiene grabacion,""")"
1739033086.39102,,,Tiene grabacion,No tiene callerid
1739033157.39149,,,Tiene grabacion,No tiene callerid
1739033158.39151,,,Tiene grabacion,No tiene callerid
1739033158.39152,,,Tiene grabacion,No tiene callerid
1739033176.3917,,,Tiene grabacion,""")"
1739033200.39187,,,Tiene grabacion,""")"
1739033203.39195,,,Tiene grabacion,No tiene callerid
1739033203.39196,,,Tiene grabacion,No tiene callerid
1739033210.39205,,,Tiene grabacion,""")"
1739033244.39216,,,Tiene grabacion,No tiene callerid
1739033255.39224,,,Tiene grabacion,""")"
1739033265.39237,,,Tiene grabacion,No tiene callerid
1739033284.39241,,,Tiene grabacion,""")"
1739033289.39259,,,Tiene grabacion,No tiene callerid
1739033294.39262,,,Tiene grabacion,""")"
1739033295.39268,,,Tiene grabacion,No tiene callerid
1739033323.3929,,,Tiene grabacion,No tiene callerid
1739033328.39297,,,Tiene grabacion,No tiene callerid
1739033334.39306,,,Tiene grabacion,No tiene callerid
1739033338.39308,,,Tiene grabacion,No tiene callerid
1739033340.39313,,,Tiene grabacion,""")"
1739033359.3932,,,Tiene grabacion,""")"
1739033370.39325,,,Tiene grabacion,No tiene callerid
1739033374.39328,,,Tiene grabacion,No tiene callerid
1739033381.39331,,,Tiene grabacion,No tiene callerid
1739033381.39332,,,Tiene grabacion,No tiene callerid
1739033382.39339,,,Tiene grabacion,""")"
1739033465.39393,,,Tiene grabacion,No tiene callerid
1739033466.39394,,,Tiene grabacion,No tiene callerid
1739033473.39398,,,Tiene grabacion,No tiene callerid
1739033482.39406,,,Tiene grabacion,No tiene callerid
1739033484.39408,,,Tiene grabacion,""")"
1739033485.3941,,,Tiene grabacion,No tiene callerid
1739033493.39413,,,Tiene grabacion,No tiene callerid
1739033506.39425,,,Tiene grabacion,No tiene callerid
1739033510.3943,,,Tiene grabacion,No tiene callerid
1739033518.39435,,,Tiene grabacion,No tiene callerid
1739033557.39476,,,Tiene grabacion,No tiene callerid
1739033591.39486,,,Tiene grabacion,No tiene callerid
1739033602.39494,,,Tiene grabacion,""")"
1739033608.39511,,,Tiene grabacion,No tiene callerid
1739033622.39519,,,Tiene grabacion,No tiene callerid
1739033631.39527,,,Tiene grabacion,No tiene callerid
1739033638.39529,,,Tiene grabacion,No tiene callerid
1739033661.3955,,,Tiene grabacion,No tiene callerid
1739033666.39552,,,Tiene grabacion,No tiene callerid
1739033666.39555,,,Tiene grabacion,""")"
1739033667.39562,,,Tiene grabacion,""")"
1739033686.39573,,,Tiene grabacion,No tiene callerid
1739033705.39578,,,Tiene grabacion,No tiene callerid
1739033720.39583,,,Tiene grabacion,No tiene callerid
1739033726.3959,,,Tiene grabacion,No tiene callerid
1739033741.39618,,,Tiene grabacion,No tiene callerid
1739033765.39633,,,Tiene grabacion,No tiene callerid
1739033771.39639,,,Tiene grabacion,No tiene callerid
1739033795.3968,,,Tiene grabacion,""")"
1739033856.39744,,,Tiene grabacion,No tiene callerid
1739033912.39804,,,Tiene grabacion,No tiene callerid
1739033919.3981,,,Tiene grabacion,No tiene callerid
1739033937.39832,,,Tiene grabacion,""")"
1739033941.39837,,,Tiene grabacion,No tiene callerid
1739033949.39843,,,Tiene grabacion,No tiene callerid
1739033969.39868,,,Tiene grabacion,No tiene callerid
1739033971.39871,,,Tiene grabacion,No tiene callerid
1739033975.39881,,,Tiene grabacion,No tiene callerid
1739033977.3989,,,Tiene grabacion,No tiene callerid
1739033993.39893,,,Tiene grabacion,""")"
1739034021.39922,,,Tiene grabacion,No tiene callerid
1739034038.3996,,,Tiene grabacion,""")"
1739034062.39986,,,Tiene grabacion,""")"
1739034102.40021,,,Tiene grabacion,""")"
1739034116.40032,,,Tiene grabacion,""")"
1739034117.40034,,,Tiene grabacion,No tiene callerid
1739034141.40046,,,Tiene grabacion,No tiene callerid
1739034143.40053,,,Tiene grabacion,No tiene callerid
1739034159.40055,,,Tiene grabacion,""")"
1739034163.40061,,,Tiene grabacion,No tiene callerid
1739034167.40064,,,Tiene grabacion,""")"
1739034206.40086,,,Tiene grabacion,"3f265731-5a81-46e7-2471-e958149813e8"")"
1739034222.40101,,,Tiene grabacion,No tiene callerid
1739034242.40126,,,Tiene grabacion,No tiene callerid
1739034266.40142,,,Tiene grabacion,No tiene callerid
1739034284.40144,,,Tiene grabacion,No tiene callerid
1739034293.40146,,,Tiene grabacion,""")"
1739034295.40152,,,Tiene grabacion,""")"
1739034299.40158,,,Tiene grabacion,""")"
1739034302.4016,,,Tiene grabacion,No tiene callerid
1739034304.40162,,,Tiene grabacion,No tiene callerid
1739034311.40165,,,Tiene grabacion,""")"
1739034319.40166,,,Tiene grabacion,No tiene callerid
1739034353.40203,,,Tiene grabacion,""")"
1739034361.40214,,,Tiene grabacion,""")"
1739034388.40234,,,Tiene grabacion,No tiene callerid
1739034414.40242,,,Tiene grabacion,No tiene callerid
1739034417.40252,,,Tiene grabacion,No tiene callerid
1739034430.40265,,,Tiene grabacion,""")"
1739034436.40271,,,Tiene grabacion,""")"
1739034443.40276,,,Tiene grabacion,""")"
1739034444.40277,,,Tiene grabacion,""")"
1739034451.40287,,,Tiene grabacion,""")"
1739034451.40288,,,Tiene grabacion,""")"
1739034455.40296,,,Tiene grabacion,""")"
1739034460.40298,,,Tiene grabacion,""")"
1739034466.40303,,,Tiene grabacion,""")"
1739034479.40315,,,Tiene grabacion,""")"
1739034506.4033,,,Tiene grabacion,""")"
1739034535.40352,,,Tiene grabacion,""")"
1739034545.40378,,,Tiene grabacion,""")"
1739034549.4038,,,Tiene grabacion,""")"
1739034551.40381,,,Tiene grabacion,""")"
1739034556.40389,,,Tiene grabacion,""")"
1739034577.40426,,,Tiene grabacion,""")"
1739034586.40439,,,Tiene grabacion,""")"
1739034600.40457,,,Tiene grabacion,""")"
1739034600.40459,,,Tiene grabacion,""")"
1739034624.40479,,,Tiene grabacion,""")"
1739034637.40502,,,Tiene grabacion,""")"
1739034658.40507,,,Tiene grabacion,""")"
1739034674.40523,,,Tiene grabacion,""")"
1739034732.40563,,,Tiene grabacion,""")"
1739034749.40567,,,Tiene grabacion,""")"
1739034771.40572,,,Tiene grabacion,""")"
1739034782.40576,,,Tiene grabacion,""")"
1739034787.40583,,,Tiene grabacion,""")"
1739034793.40585,,,Tiene grabacion,""")"
1739034832.40628,,,Tiene grabacion,""")"
1739034856.40642,,,Tiene grabacion,""")"
1739034864.40649,,,Tiene grabacion,""")"
1739034881.40676,,,Tiene grabacion,""")"
1739034899.40681,,,Tiene grabacion,""")"
1739034932.40699,,,Tiene grabacion,""")"
1739034933.407,,,Tiene grabacion,""")"
1739034936.40713,,,Tiene grabacion,""")"
1739034939.40718,,,Tiene grabacion,""")"
1739034946.40724,,,Tiene grabacion,""")"
1739034956.40738,,,Tiene grabacion,""")"
1739034960.40746,,,Tiene grabacion,""")"
1739034988.40795,,,Tiene grabacion,""")"
1739035018.40836,,,Tiene grabacion,""")"
1739035033.40842,,,Tiene grabacion,""")"
1739035051.4085,,,Tiene grabacion,"521fc957-2c34-5a8f-6486-c7db032d100e"")"
1739035052.40855,,,Tiene grabacion,""")"
